batch_size,learning_rate,optimizer,momentum,weight_decay,num_epochs,eer,eer_threshold,fbeta,ks_statistic_val,optimal_threshold_val,True_Positives,False_Positives,False_Negatives,True_Negatives,final_loss,margin
32,0.0769767559506479,SGD,0.6729418757682402,0.0017233609998529,28,0.1466666666666666,0.8694645166397095,0.8529833914291572,0.716,0.9765883684158324,640,111,110,639,0.0310587977905842,0.3886710088093976
16,0.0001817835245114,SGD,0.5924349887541358,0.0005166793813676,30,0.1773333333333333,0.6169002056121826,0.8233244517319123,0.6586666666666667,0.8310980200767517,618,134,132,616,0.0274080374024131,0.2112372893091847
16,0.0020210488547681,SGD,0.8010305517833832,1.1656092697130172e-05,14,0.1266666666666666,0.3561872541904449,0.8726173396187743,0.756,0.3757249116897583,655,97,95,653,0.0172938459510491,0.2118199719983809
16,0.009038838062404,Adam,0.5521038141951141,0.0010748948191085,26,0.3786666666666666,0.0974399596452713,0.6224113184334632,0.2653333333333333,0.122258260846138,467,284,283,466,0.140960874476216,0.2001034795306653
16,0.0002456842074227,Adam,0.7871300140153794,0.0006758321569204,20,0.1573333333333333,0.7931501865386963,0.844,0.6933333333333334,0.7439638376235962,633,117,117,633,0.0543463762680237,0.4226048465255501
32,0.0126980583836763,Adam,0.5967260259014041,0.0018375436172421,10,0.3853333333333333,0.2300774753093719,0.6141627382660382,0.2493333333333333,0.3384123146533966,461,291,289,459,0.3275618566708131,0.4326720003101918
16,0.000690034037101,SGD,0.7019405453956475,1.0430595933506205e-05,12,0.124,0.5331693887710571,0.8773333333333333,0.7786666666666666,0.6398258805274963,658,92,92,658,0.1327666690573096,0.8634822300641114
16,0.0042454917577882,Adam,0.8518240227063107,0.018416135608804,12,0.36,0.3132361769676208,0.6405449702929727,0.2986666666666666,0.4392624497413635,481,272,269,478,0.4944177844307639,0.684327568335027
16,5.920741443894487e-05,Adam,0.5881854531698696,0.0002830453002406,11,0.0933333333333333,0.7635331153869629,0.9083726657090088,0.8466666666666667,0.8908612728118896,681,68,69,682,0.0326951167800209,0.7021613934851634
16,0.0742136964975735,Adam,0.8188437347803605,0.0010952855461873,37,0.3893333333333333,0.1143383979797363,0.6117490260405988,0.2533333333333334,0.1675733625888824,459,292,291,458,0.3703579558567567,0.4365369523025967
16,0.0280893543670668,Adam,0.7406691574775558,1.4194734842759023e-05,41,0.3106666666666666,0.2531794905662536,0.6890506458888661,0.4066666666666666,0.361744612455368,517,234,233,516,0.2050057506696744,0.3795932527945925
16,0.0017934007412158,SGD,0.8357245019994839,0.0425863144889395,32,0.0546666666666666,0.3428317010402679,0.9449456633176132,0.9066666666666668,0.3888642191886902,709,42,41,708,0.0102007508912885,0.325398191983368
16,0.0563628455002342,Adam,0.6084624582830337,0.0055871959942338,50,0.464,0.2758082747459411,0.5357801927414394,0.0959999999999999,0.1807269901037216,402,349,348,401,0.3083306579427285,0.3658997664322003
32,0.0584954581001906,Adam,0.5057338485863947,4.465109458971336e-05,36,0.38,0.1866069883108139,0.6189842310055294,0.28,0.3071316480636596,465,289,285,461,0.2012104954909194,0.2869318964448886
32,0.0482335544650299,Adam,0.7747137224407832,0.0004626268297006,42,0.4426666666666666,0.7828025817871094,0.5582086493133839,0.1213333333333333,0.9584600329399108,419,333,331,417,0.5516020013527436,0.743512542780034
16,0.0865196655564443,SGD,0.7317311990018176,0.0315045177733089,21,0.3906666666666666,0.4664404690265655,0.6104162394914907,0.2373333333333333,0.5353062152862549,458,293,292,457,0.4946615040302277,0.6795767713950239
16,0.0002127603040294,Adam,0.7772052807565891,0.0067808380316034,41,0.1333333333333333,1.0040637254714966,0.8672883787661406,0.7426666666666667,1.0554863214492798,651,101,99,649,0.093567125998776,0.7652018130719014
16,0.0590639121009986,SGD,0.5709001111431162,1.3158870343734567e-05,27,0.084,1.4397157430648804,0.916957145786344,0.8400000000000001,1.5191867351531982,688,63,62,687,0.0038403914733366,0.6049076889780327
32,0.0039591673017798,Adam,0.6918502332666461,0.0008023481276079,20,0.368,0.2767279744148254,0.632,0.344,0.6429978609085083,474,276,276,474,0.3477538749575615,0.5224179265923858
16,0.0310819894293511,Adam,0.5052726158441598,0.0012687744320094,25,0.4,0.2329703867435455,0.6008403361344538,0.2333333333333333,0.4851893782615661,451,301,299,449,0.4380565968426791,0.587281589304162
32,0.0099879989172054,SGD,0.7247366267580753,5.608344220134551e-05,13,0.0973333333333333,0.969168782234192,0.9032588645214183,0.8200000000000001,1.0735620260238647,678,74,72,676,0.0136741275560449,0.5114255905649308
32,0.0007833659279638,SGD,0.8193454478042906,0.0508464994397619,50,0.0466666666666666,0.5838869214057922,0.9542751691613696,0.9213333333333332,0.7321352362632751,716,35,34,715,0.0243588464503938,0.931752117190684
32,0.0003012730250566,SGD,0.7727024143465469,1.1243236953359404e-05,26,0.1013333333333333,0.6760456562042236,0.901109057301294,0.8186666666666667,0.7192108035087585,675,72,75,678,0.0126448745754632,0.3848282113635548
32,8.655357004109698e-05,SGD,0.5305289480784577,0.0056692651391353,31,0.1533333333333333,0.7804544568061829,0.847304775568764,0.7226666666666667,0.8789265155792236,636,116,114,634,0.1783447213470936,0.9727761378535732
32,0.0012605820823386,Adam,0.5704840647936518,3.2166155292648644e-05,21,0.1506666666666666,0.7956841588020325,0.8503178183309411,0.712,0.886914849281311,638,113,112,637,0.0421343371864746,0.4242674963025068
32,0.005227319786235,Adam,0.6704711578836562,0.0177069702229748,48,0.36,0.2034884244203567,0.639737543571868,0.2853333333333332,0.2221552580595016,480,271,270,479,0.3335469631986184,0.4640547285599433
32,0.0870800536102237,Adam,0.7884816657271911,0.0001790413705295,16,0.3893333333333333,0.3522020876407623,0.6106666666666667,0.2333333333333334,0.3423596322536468,458,292,292,458,0.7005170036445965,0.926442044483338
16,0.0392962170500957,Adam,0.5647011533891175,0.0719689220028099,21,0.4253333333333333,0.2190890163183212,0.5741955318712851,0.1679999999999999,0.282037615776062,431,321,319,429,0.662006095864556,0.7187394758276626
16,0.0053062379922018,Adam,0.7982119422334142,5.665871818502539e-05,28,0.2266666666666666,0.8881352543830872,0.7730161984826738,0.5533333333333333,0.9907041788101196,580,171,170,579,0.1623309892009605,0.5509288989162454
16,0.0002439002512591,SGD,0.8934013441291895,0.0858741368660715,16,0.0613333333333333,0.7046535015106201,0.94,0.9013333333333332,0.8349738121032715,705,45,45,705,0.0602183256636966,0.9054360430443638
32,0.0001695784787188,SGD,0.8653230397247788,0.0459903278369459,49,0.104,0.444295197725296,0.8973333333333333,0.8106666666666666,0.475028932094574,673,77,77,673,0.005305159390396,0.2391160427626555
16,0.0001829909446098,Adam,0.86110161418584,0.0004864619416878,33,0.088,1.0719223022460938,0.91295878613902,0.8280000000000001,1.101955533027649,685,66,65,684,0.0384040898347104,0.7010149644847452
16,0.0108316962355641,Adam,0.6708749461708409,0.0735894852169684,42,0.0,inf,0.7647058823529411,0.0,inf,750,750,0,0,0.230448141829534,0.2304481432913724
16,0.000815246649019,Adam,0.6618140184516483,0.003025683059119,47,0.2573333333333333,0.2302268892526626,0.7420577987292478,0.4853333333333334,0.2443937808275222,557,195,193,555,0.1130472547543997,0.2925792491777849
16,0.0644180888288709,Adam,0.8927472617282219,0.0004830423102466,32,0.3786666666666666,0.2495672404766082,0.6208239393318303,0.248,0.4593937993049621,466,286,284,464,0.4083992214365439,0.515868883779274
32,0.0314185574516676,SGD,0.7778828627182568,0.00030656488238,34,0.0826666666666666,2.2455976009368896,0.918289932335452,0.8400000000000001,2.425297737121582,689,62,61,688,0.0125720439478755,0.9046469031084724
16,0.0845115284941137,SGD,0.5384661830092141,0.0001224588096626,50,0.0813333333333333,2.33520245552063,0.9188690842040566,0.8453333333333334,2.60021448135376,690,63,60,687,0.0041129580783573,0.9014214367868852
32,0.0043590076298947,SGD,0.7464586176597877,1.1189242550444592e-05,30,0.0586666666666666,1.3314872980117798,0.9426666666666668,0.8919999999999999,1.3863478899002075,707,43,43,707,0.0072688766331835,0.8645034149089492
16,0.00010902066519439404,SGD,0.5309972439160917,3.302521221205131e-05,47,0.176,0.4145551323890686,0.8233244517319123,0.7026666666666667,0.5316705107688904,618,134,132,616,0.11950942535292018,0.653184356576554
